name,type,sido,sgg,addr,tel
아이캔슈퍼 태권도장,태권도,대구광역시,달성군,대구광역시 달성군 구지면 과학마을로 46,0536178770
아이캔스윔,수영,울산광역시,남구,울산광역시 남구 두왕로322번길 6-3,0522611145
아이캔스포츠,롤러인라인,서울특별시,강동구,서울특별시 강동구 상일로 127,
아이캔우리태권도,태권도,대구광역시,달서구,대구광역시 달서구 성지로 27,
아이캔운동학습센터,기타종목,서울특별시,마포구,서울특별시 마포구 월드컵로 87,023263390
아이캔진월태권도,태권도,대구광역시,달서구,대구광역시 달서구 진천로4길 39,
아이캔태권도장,태권도,경상남도,김해시,경상남도 김해시 가야로 19,
아이캔태권도장,태권도,경상남도,창원시,경상남도 창원시 성산구 대암로 251,0552877151
아이캔태권도장,태권도,서울특별시,송파구,서울특별시 송파구 송이로14길 3,
아이캔태권도장,태권도,인천광역시,서구,인천광역시 서구 이음5로 66,
아이캔태권도장,태권도,전북특별자치도,익산시,전북 익산시 부송동,0638328444
아이캔태권도장,태권도,충청북도,청주시,충청북도 청주시 흥덕구 짐대로 20,
아이캔합기도,합기도,인천광역시,서구,인천광역시 서구 청라에메랄드로102번길 8,
아이캡틴 태권도장,태권도,전라남도,무안군,전라남도 무안군 삼향읍 남악5로72번길 81-30,0612840085
아이코어필라테스,필라테스,경상북도,경산시,경상북도 경산시 펜타힐즈2로 59,0538176529
아이콘바스켓볼,농구,전라남도,무안군,전라남도 무안군 삼향읍 남악4로82번길 7,0612845141
아이콘스포츠,농구,경기도,광명시,경기도 광명시 하안로 294-5,028998976
아이콘짐 휘트니스,헬스,경기도,평택시,경기도 평택시 현촌1로 54,0316512303
아이콘휘트니스,헬스,부산광역시,사하구,부산광역시 사하구 낙동남로 1422,0512069996
아이쿠아 수영장,수영,서울특별시,구로구,서울특별시 구로구 개봉로3길 51,0226110054
아이쿠아 어린이 전문 수영장,수영,인천광역시,부평구,인천광역시 부평구 부개로 58,0327216622
아이쿠아어린이 수영장,수영,인천광역시,서구,인천광역시 서구 완정로34번길 22,0325669659
아이키도 앤 소마,합기도,경기도,수원시,경기도 수원시 장안구 덕영대로407번길 34-8,
아이키도 초심도장 ,합기도,대구광역시,수성구,대구광역시 수성구 달구벌대로652길 71-14,0537941235
아이키도 통영 금강도장,합기도,경상남도,통영시,경상남도 통영시 미우지2길 11,
아이키스포츠클럽,농구,경기도,화성시,경기도 화성시 금곡로163번길 42-20,
아이키키,기타종목,충청북도,제천시,충청북도 제천시 의병대로26나길 1,
아이탑 스포츠 ,기타종목,경기도,여주시,경기도 여주시 세종로 394-10,
아이탑 태권도장,태권도,강원특별자치도,원주시,강원특별자치도 원주시 한지공원길 120,
아이탑 태권도장 ,태권도,경상북도,봉화군,경상북도 봉화군 봉화읍 내성로3길 16,
아이탑태권도장,태권도,광주광역시,북구,광주광역시 북구 유림로 163,
아이탑태권도장,태권도,인천광역시,부평구,인천광역시 부평구 안남로 229,0325023515
아이탑태권도장1,태권도,경상북도,구미시,경상북도 구미시 선기로1길 21,
아이탑태권도장3,태권도,경상북도,구미시,경상북도 구미시 산호대로25길 14,0544750099
아이탑태권도장엠티에이태권gym,태권도,경상북도,구미시,경상북도 구미시 봉곡북로7길 20-1,0544576778
아이태권,태권도,경상북도,구미시,경상북도 구미시 박정희로 599,0544549981
아이태권 옥계태권도장,태권도,경상북도,구미시,경상북도 구미시 흥안로 22,
아이태권 장곡도장,태권도,경상북도,칠곡군,경상북도 칠곡군 석적읍 유학로 86-6,0549769800
아이태권도장,태권도,경기도,고양시,경기도 고양시 일산동구 숲속마을로 44,
아이튼튼 태권도,태권도,전라남도,여수시,전라남도 여수시 돌산읍 강남7길 33,
아이튼튼태권도,태권도,울산광역시,북구,울산광역시 북구 화산4길 16,
아이튼튼합기도예도관,합기도,충청북도,충주시,충청북도 충주시 예성로 380,
아이티디지털장애인스포츠교육센터,기타종목,제주특별자치도,서귀포시,제주특별자치도 서귀포시 월평로 37,0647621116
아이티씨,태권도,서울특별시,강동구,서울특별시 강동구 강동대로 243,024158957
아이티에이 테니스존 별내2호점,테니스,경기도,남양주시,경기도 남양주시 순화궁로 116,0315711602
아이티엔피트니스,헬스,강원특별자치도,동해시,강원특별자치도 동해시 효자남길 33-34,0335357987
아이티이(iTe)태권도,태권도,인천광역시,부평구,인천광역시 부평구 항동로75번길 9,
아이파크 풋볼 아카데미 명지,축구,부산광역시,강서구,부산광역시 강서구 명지국제8로 265,0517119401
아이파크스포츠아카데미,축구(풋살),부산광역시,강서구,부산광역시 강서구 명지국제8로 265,0517119401
아이퍼스트태권도스포츠스쿨,태권도,광주광역시,광산구,광주광역시 광산구 풍영로145번길 82,
아이펀,태권도,서울특별시,금천구,서울특별시 금천구 벚꽃로 30,
아이펀키즈태권도,태권도,경기도,안양시,경기도 안양시 만안구 장내로 164,
아이펄짐,헬스,경기도,남양주시,경기도 남양주시 와부읍 덕소로97번길 9,
아이푸른어린이수영장,수영,경기도,파주시,경기도 파주시 경의로 1080,
아이풀 운서지점,수영,인천광역시,영종구,인천광역시 중구 영종대로196번길 15-25,0327469006
아이플러스 운동발달센터,기타종목,경상북도,안동시,경상북도 안동시 풍천면 천년숲서로 7-19,0548541288
아이플러스 태권도,태권도,전북특별자치도,익산시,전라북도 익산시 배산로 106,
아이플러스발달지원센터,축구,경기도,평택시,경기도 평택시 비전5로 31,
아이플러스태권도 오산점,태권도,전북특별자치도,익산시,전북특별자치도 익산시 오산면 선화로4길 42-3,0638586903
아이플태권도,태권도,경상북도,구미시,경상북도 구미시 인동36길 23-32,
아이픽,배드민턴,경기도,용인시,경기도 용인시 기흥구 서그내로62번길 27,
아이핑클럽,탁구,경기도,양주시,경기도 양주시 고읍남로 24,
아이하트운동발달센터,기타종목,경기도,안산시,경기도 안산시 상록구 중보로 55,
아이휘트니스 전북도청점,헬스,전북특별자치도,전주시,전라북도 전주시 완산구 홍산로 249,0632290096
아이휘트니스 혁신도시점,헬스,전북특별자치도,전주시,전라북도 전주시 덕진구 기지로 72,0632212311
아이휘트니스헬스,헬스,대구광역시,달서구,대구광역시 달서구 구마로 176,
아이힐링 태권도,태권도,대구광역시,달서구,대구광역시 달서구 한실로 45,0536364421
아이힐링태권도장,태권도,대구광역시,북구,대구광역시 북구 매전로 8,0533119066
아인 필라테스 파주운정점 평생교육원,필라테스,경기도,파주시,경기도 파주시 미래로602번길 35,
아인스포츠,축구,인천광역시,서구,인천광역시 서구 길주로 39,
아인필라테스 고촌점,필라테스,경기도,김포시,경기도 김포시 고촌읍 태리로 293,
아인필라테스 파주운정점,필라테스,경기도,파주시,경기도 파주시 미래로602번길 35,
아일랜드,헬스,경상남도,거제시,경상남도 거제시 수양로 481,
아일렉,기타종목,경기도,화성시,경기도 화성시 동탄중심상가1길 35,0312210708
아임뉴댄스 분당점,댄스(줌바 등),경기도,성남시,경기도 성남시 분당구 성남대로 934,
아임요기니,요가,충청남도,홍성군,충청남도 홍성군 홍성읍 월산로50번길 11,
아임주짓수,기타종목,경기도,남양주시,경기도 남양주시 진접읍 해밀예당1로 36,
아임플라잉,요가,경기도,고양시,경기도 고양시 덕양구 삼송로 94-6,023712855
아임필라테스,필라테스,경기도,용인시,경기도 용인시 수지구 만현로 120,0318899558
아임필라테스 목동점 평생교육원,필라테스,서울특별시,양천구,서울특별시 양천구 등촌로 178,
아주MTA가온누리태권도,태권도,경상남도,거제시,경상남도 거제시 아주2로 115,
아주소나무향기태권도,태권도,경상남도,거제시,경상남도 거제시 아주로 100-10,
아주체육관,태권도,경상남도,거제시,경상남도 거제시 아주1로1길 58,
아주풋살장아주유소년 축구교실,축구(풋살),충청북도,충주시,충청북도 충주시 탄금대안길 33-1,
아중안골파워복싱,복싱,전북특별자치도,전주시,전라북도 전주시 덕진구 견훤로 288,0632461156
아중파워복싱,복싱,전북특별자치도,전주시,전북 전주시 덕진구 인후동1가 한배미로 26,0632471156
아중파워복싱,복싱,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 석소로 62,0632471156
아쥬르 스튜디오,필라테스,경기도,남양주시,경기도 남양주시 다산순환로 158,
아즈나 휴선 요가,요가,강원특별자치도,양구군,강원도 양구군 양구읍 중앙길 28,0334828100
아즈나 휴선 요가 원통점,요가,강원특별자치도,인제군,강원도 인제군 북면 금강로 43-1,
아즈나요가,요가,경기도,화성시,경기도 화성시 동탄대로5길 21,
아지트댄스스포츠학원,댄스,충청북도,청주시,충청북도 청주시 흥덕구 사직대로 10,
아지트무에타이,기타종목,서울특별시,동작구,서울특별시 동작구 상도로37길 77,028133923
아지트스크린골프,골프,인천광역시,남동구,인천광역시 남동구 석산로 123,0324352111
아지트피티,헬스,서울특별시,송파구,서울특별시 송파구 가락로 110,050714443302
아지트핏,요가,광주광역시,북구,광주광역시 북구 문산로 41,
아차산꿈터,종합체육시설,서울특별시,광진구,서울특별시 광진구 자양로47길 8,024445117
아카데미 체육관,태권도,경기도,수원시,경기도 수원시 권선구 수성로 47,
아카데미댄스 스튜디오,댄스(줌바 등),경기도,수원시,경기도 수원시 권선구 매실로 47-14,07078867009
아카데미스포츠,헬스,충청북도,영동군,충북 영동군 영동읍 계산리,
아카데미체육관,태권도,경상남도,김해시,경상남도 김해시 활천로208번길 59,0553331708
아카데미체육관,태권도,광주광역시,서구,광주광역시 서구 상일로14번길 13-8,
아카이브주짓수,주짓수,충청남도,아산시,충청남도 아산시 탕정면 한들물빛2로 40,020000000
아카이브필라테스,필라테스,부산광역시,강서구,부산광역시 강서구 명지국제2로28번길 34,
아카합기도,합기도,경상북도,포항시,경상북도 포항시 남구 대이로159번길 11-10,
아케인짐휘트니스,헬스,경기도,의정부시,경기도 의정부시 문충로 116,050713570120
아코 주니어 액티비티 스쿨,종합체육시설,부산광역시,수영구,부산광역시 수영구 남천동로108번길 34,
아쿠아 스플래쉬,수영,전라남도,목포시,전라남도 목포시 남악로 22-16,
아쿠아 프랜즈,수영,인천광역시,남동구,인천광역시 남동구 장승로 14,0324699050
아쿠아대중탕헬스,헬스,부산광역시,동래구,부산광역시 동래구 충렬사로 62,
아쿠아마린 화정,수영,경기도,고양시,경기도 고양시 덕양구 화신로 278,
아쿠아몽,수영,경기도,평택시,경기도 평택시 고덕면 도시지원1길 116,
아쿠아수영장 주식회사,수영,광주광역시,북구,광주광역시 북구 서하로 82,0625281300
아쿠아짐,수영,경기도,성남시,경기도 성남시 분당구 판교로 478,0317083344
아쿠아차일드 서신,수영,전북특별자치도,전주시,전라북도 전주시 완산구 안터6길 36,0632737775
아쿠아차일드 송천,수영,전북특별자치도,전주시,전라북도 전주시 덕진구 동부대로 1173,
아쿠아차일드 순천점,수영,전라남도,순천시,전라남도 순천시 해룡면 매안로 129,0617266005
아쿠아차일드 일곡점 ,수영,광주광역시,북구,광주광역시 북구 일곡마을로 10-1,0625718207
아쿠아키즈,수영,강원특별자치도,춘천시,강원도 춘천시 동면 만천로 106-14,0332561111
아쿠아키즈 어린이수영장,수영,세종특별자치시,세종시,세종특별자치시 다정중앙로 40,
아쿠아키즈스포츠,수영,경상남도,양산시,경상남도 양산시 물금읍 범어로 96,
아쿠아키즈스포키즈,수영,경상북도,포항시,경상북도 포항시 북구 새천년대로 1138,0542539939
아쿠아펠리스 프리미엄수영장,수영,충청북도,청주시,충청북도 청주시 서원구 예체로 23,0437158272
아쿠아프랜즈 어린이수영장,수영,인천광역시,남동구,인천광역시 남동구 장승로 14,
아크로바틱,기타종목,경기도,부천시,경기도 부천시 중동로254번길 87,
아크로짐 돌곶이점 24시 헬스PT,헬스,서울특별시,성북구,서울특별시 성북구 화랑로 280,029600624
아크로축구클럽,축구(풋살),경기도,안양시,경기도 안양시 만안구 안양로329번길 108,0334661297
아크필라테스,필라테스,대구광역시,동구,대구광역시 동구 팔공로24길 151,
아키라필라테스,필라테스,인천광역시,미추홀구,인천광역시 미추홀구 독배로 311,
아테네 스포츠,농구,경기도,고양시,경기도 고양시 덕양구 덕은2로 15,07042216257
아토 태권도장,태권도,경기도,안산시,경기도 안산시 단원구 달미로 64,0240355558
아토태권도,태권도,서울특별시,강서구,서울특별시 강서구 화곡로13길 74,
아톰 mma,기타종목,경상북도,영천시,경상북도 영천시 최무선로 315,
아트 특공무술 주짓수 체육관,주짓수,인천광역시,서구,인천광역시 서구 완정로 43,0325632050
아트 특공무술 주짓수 체육관,기타종목,인천광역시,중구,인천광역시 중구 신도시남로 28,
아트댄스스포츠학원,댄스,부산광역시,해운대구,부산광역시 해운대구 해운대로 802,
아트리움스튜디오,필라테스,세종특별자치시,세종시,세종특별자치시 한누리대로 1844,
아트모션 무용학원,무용(발레 등),경상남도,김해시,경상남도 김해시 가락로332번길 1,0553218500
아트무브먼트댄스학원,댄스,경기도,부천시,경기도 부천시 조마루로285번길 50,
아트바스켓볼,농구,충청북도,충주시,충청북도 충주시 대소원면 완오신촌길 104-1,
아트발레학원,발레,서울특별시,서대문구,서울특별시 서대문구 세검정로 93,
아트복싱,복싱,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 건산로 241,
아트복싱체육관,복싱,강원특별자치도,춘천시,강원도 춘천시 안마산로 213,
아트복싱체육관 후평점,복싱,강원특별자치도,춘천시,강원특별자치도 춘천시 후만로 77,
아트복싱체육관(석사점),복싱,강원특별자치도,춘천시,강원도 춘천시 공지로 121-1,0332622415
아트비댄스아카데미학원,댄스(줌바 등),경상남도,창원시,경상남도 창원시 성산구 용지로169번길 11-31,0552862520
아트스테이무용학원,댄스(줌바 등),서울특별시,광진구,서울특별시 광진구 천호대로 805,
아트스테이발레무용학원,발레,충청북도,청주시,충청북도 청주시 서원구 신화로 38,
아트앤코무용학원,무용(발레 등),충청북도,청주시,충청북도 청주시 흥덕구 1순환로 397,
아트오브엠엠에이 경기광주 art of mma,주짓수,경기도,광주시,경기도 광주시 경충대로1422번길 11-3,
아트요가 왕십리점,요가,서울특별시,성동구,서울특별시 성동구 마장로 137,
아트유도주짓수,유도,서울특별시,서대문구,서울특별시 서대문구 가좌로 98,
아트인댄스,댄스,전북특별자치도,전주시,전라북도 전주시 완산구 양지2길 52-13,0632292358
아트짐,헬스,경기도,광주시,경기도 광주시 곤지암읍 경충대로 613,0317973554
아트짐(ARTGYM),태권도,대구광역시,달서구,대구광역시 달서구 이곡공원로 18,
아트체육,축구,서울특별시,강서구,서울특별시 강서구 방화대로8길 24,
아트케이댄스무용학원,무용(발레 등),경상남도,김해시,경상남도 김해시 진영읍 김해대로361번길 16,0553436615
아트케이지풋살,축구,대구광역시,남구,대구광역시 남구 현충로 102,
아트퀸즈댄스학원,무용(발레 등),경상북도,영천시,경상북도 영천시 동부로 80,0543364204
아티스틱요가,요가,대구광역시,북구,대구광역시 북구 침산로 173,0533518391
아티스포츠클럽,농구,부산광역시,사상구,부산광역시 강서구 명지국제2로 80,
안강제일태권도장,태권도,경상북도,경주시,경북 경주시 안강읍 산대리 ,
안계승마체험장,승마,경상북도,의성군,경상북도 의성군 안계면 안신로 20-1,
안기범스포짐 ,헬스,충청남도,홍성군,충청남도 홍성군 홍성읍 월계2길 9-8,0416347557
안남규 태권도장,태권도,광주광역시,북구,광주광역시 북구 북문대로 246,
안녕휘트니스 도당점,헬스,경기도,부천시,경기도 부천시 원미구 삼작로 278,
안녕휘트니스 상동역점 헬스 PT,기타종목,경기도,부천시,경기도 부천시 원미구 상동로 109,
안녕휘트니스오정점,헬스,경기도,부천시,경기도 부천시 오정구 오정로 226-1,026585558
안다미로소아청소년발달센터,기타종목,인천광역시,계양구,인천광역시 계양구 장제로 719-23,
안도필라테스,필라테스,경기도,시흥시,경기도 시흥시 월곶중앙로70번길 3,0313111101
안동검도관,검도,경상북도,안동시,경상북도 안동시 풍천면 풍요3길 32-6,0548584260
안동복싱체육관,복싱,경상북도,안동시,경상북도 안동시 서동문로 86,
안동시청소년수련관,수영,경상북도,안동시,경북 안동시 축제장길 42 ,
안동유도관,유도,경상북도,안동시,경상북도 안동시 제비원로 113,
안동주짓수,주짓수,경상북도,안동시,경상북도 안동시 경동로 311,
안동주짓수,기타종목,경상북도,안동시,경상북도 안동시 복주길 34,0548580842
안동주짓수이종격투기,기타종목,경상북도,안동시,경상북도 안동시 경북대로 399,
안동탁구회관,탁구,경상북도,안동시,경상북도 안동시 합전길 6,
안동헬스 2호점,헬스,경상북도,예천군,경상북도 예천군 호명면 새움3로 20,
안드로탁구아카데미 화랑로점,탁구,경기도,고양시,경기도 고양시 덕양구 화랑로 336,
안드로탁구아카데미신사,탁구,서울특별시,은평구,서울특별시 은평구 은평로 5,0287772745
안래기 복싱클럽,복싱,경기도,부천시,경기도 부천시 소사구 범안로 60,
안면방포체육관,태권도,충청남도,태안군,충청남도 태안군 안면읍 장터로 170,
안민체육관,태권도,부산광역시,동래구,부산광역시 동래구 안남로 23,
안민태권도장,태권도,부산광역시,동래구,부산광역시 동래구 안남로 23,0515283205
안산 TEAM KO 복싱점,복싱,경기도,안산시,경기도 안산시 단원구 예술대학로 17,
안산 TEAM KO 복싱짐,복싱,경기도,안산시,경기도 안산시 단원구 예술대학로 17,050713387899
안산 도담태권도장,태권도,경기도,안산시,경기도 안산시 상록구 샘골로 115,
안산 라마시아 풀볼 클럽,축구(풋살),경기도,안산시,경기도 안산시 단원구 광덕동로 67,
안산 시세로코스타 주짓수 아카데미,기타종목,경기도,안산시,경기도 안산시 상록구 본오로 165,
안산 윤프로골프아카데미 ,골프,경기도,안산시,경기도 안산시 상록구 석호로 196,0315015814
안산대학교 웰니스센터,헬스,경기도,안산시,경기도 안산시 상록구 안산대학로 155,
안산도시공사 감골시민홀(헬스장),헬스,경기도,안산시,경기도 안산시 상록구 석호로 226,0314175013
안산도시공사 상록수체육관,기타종목,경기도,안산시,경기도 안산시 상록구 용신로 422,0314814991
안산도시공사 선부다목적체육관(수영),수영,경기도,안산시,경기도 안산시 단원구 선부로 96,03180857470
안산도시공사 선부다목적체육관(헬스),헬스,경기도,안산시,경기도 안산시 단원구 선부로 96,03180857473
안산도시공사 선부다목적체육관수영,수영,경기도,안산시,경기도 안산시 단원구 선부로 96,03180857475
안산도시공사 성호체육문화센터,헬스,경기도,안산시,경기도 안산시 상록구 성호로 43,0314408300
안산도시공사 신길수영장,수영,경기도,안산시,경기도 안산시 단원구 새뿔길 52,0315084646
안산도시공사 올림픽수영장,수영,경기도,안산시,경기도 안산시 단원구 적금로 202,0314814988
안산도시공사 올림픽헬스,헬스,경기도,안산시,경기도 안산시 단원구 적금로 202,0314814988
안산도시공사 와동체육관,헬스,경기도,안산시,경기도 안산시 단원구 화정천동로 396,0314145544
안산락클라이밍,클라이밍,경기도,안산시,경기도 안산시 상록구 용신로 381,0315018848
안산상록검도관,검도,경기도,안산시,경기도 안산시 상록구 중보로 49,
안산시 이프네짐 ,헬스,경기도,안산시,경기도 안산시 단원구 광덕동로 55,0314108658
안산시민유도관,유도,경기도,안산시,경기도 안산시 단원구 예술대학로 83,
안산유도체육관 월피점,유도,경기도,안산시,경기도 안산시 상록구 월피로 76,
안산점핑운동센터,댄스,경기도,안산시,경기도 안산시 상록구 예술광장로 19,
안산제일복싱체육관,복싱,경기도,안산시,경기도 안산시 단원구 중앙대로 907,0314144646
안산제일복싱클럽,복싱,경기도,안산시,경기도 안산시 단원구 라성로 40,
안산주니어축구클럽,축구,경기도,안산시,경기도 안산시 단원구 광덕2로 163-15,
안산화랑복싱체육관,복싱,경기도,안산시,경기도 안산시 단원구 달미로 98,0314803557
안산힘찬태권도,태권도,경기도,안산시,경기도 안산시 상록구 각골로 127,
안상열 복싱,복싱,경기도,남양주시,경기도 남양주시 평내로29번길 41,0315928279
안샘탁구교실,탁구,대구광역시,달서구,대구광역시 달서구 달구벌대로251길 27,
안서올림픽태권도장,태권도,충청남도,천안시,충청남도 천안시 동남구 안서2길 8-1,
안성 정도합기도,합기도,경기도,안성시,경기도 안성시 안성맞춤대로 1092,0316755557
안성 준멀티짐,유도,경기도,안성시,경기도 안성시 내혜홀1길 48,
안성 하늘태권도,태권도,경기도,안성시,경기도 안성시 공도읍 진건중길 15-9,
안성반딧불태권도장,태권도,전북특별자치도,무주군,전라북도 무주군 안성면 안성로 248,0633231222
안성배드민턴센터,배드민턴,경기도,안성시,경기도 안성시 계동길 85,
안성시티풋볼클럽,축구(풋살),경기도,안성시,경기도 안성시 아양2로 49,
안성유도관,유도,경기도,안성시,경기도 안성시 금산길 8,
안성제일복싱클럽,복싱,경기도,안성시,경기 안성시 석정동,
안성제일청룡태권도,태권도,경기도,안성시,경기도 안성시 내혜홀2길 28,
안성주짓수,기타종목,경기도,안성시,경기도 안성시 안성맞춤대로 1087-1,
안스축구교실,축구(풋살),경기도,평택시,경기도 평택시 상서재로2길 56-10,
안암주짓수,기타종목,서울특별시,동대문구,서울특별시 동대문구 정릉천동로 158,
안양 파워점핑줄넘기전문클럽 경희대 트리지아 체육관,줄넘기,경기도,안양시,경기도 안양시 동안구 귀인로 100,
안양권투체육관,복싱,경기도,안양시,경기도 안양시 만안구 안양로 332,0314431161
안양유도관,유도,경기도,안양시,경기도 안양시 만안구 양화로28번길 89,0314660512
안양주짓수파크,기타종목,경기도,안양시,경기도 안양시 만안구 안양로 404,
안양특공무술사관학교,기타종목,경기도,안양시,경기도 안양시 만안구 장내로 60,0314412550
안의강인태권도장,태권도,경상남도,함양군,경상남도 함양군 안의면 밤숲가는길 4,
안정은무용학원,기타종목,경기도,평택시,경기도 평택시 평택5로 37,0316563669
안정태권스토리 태권도장,태권도,경상남도,통영시,경상남도 통영시 광도면 안정1길 55,
안정화랑태권도장,태권도,경상남도,통영시,경상남도 통영시 광도면 안정로 791,
안정환축구교실,축구(풋살),대구광역시,달성군,대구광역시 달성군 유가읍 테크노상업로 120,
안중 히어로즈 태권도장,태권도,경기도,평택시,경기도 평택시 안중읍 안현로서8길 14,0316843020
안중JMC태권도장,태권도,경기도,평택시,경기도 평택시 안중읍 안현로서7길 79,
안중검도관,검도,경기도,평택시,경기도 평택시 안중읍 안현로서8길 15,
안중탁구클럽,탁구,경기도,평택시,경기도 평택시 안중읍 안현로 363,
안중태권도장아이짐스포츠센터,태권도,경기도,평택시,경기도 평택시 안중읍 현화중앙길 1,0316834745
안지혜 COMBAT GYM ,종합체육시설,경상남도,통영시,경상남도 통영시 무전3길 11-10,
안철웅 유도 앤 주짓수 멀티짐,유도,경기도,하남시,경기도 하남시 미사강변대로54번길 97,
안타르,요가,경기도,용인시,경기도 용인시 기흥구 구성로279번길 3-30,0312811122
안톤 필라테스,필라테스,서울특별시,서대문구,서울특별시 서대문구 봉원사길 22,
안희영탁구클럽,탁구,경기도,안산시,경기도 안산시 단원구 선이로 20,
알레그로 필라테스,필라테스,강원특별자치도,원주시,강원특별자치도 원주시 지정면 무릉로 35-1,
알렉산더테크닉자세움직임교육센터,요가,서울특별시,용산구,서울특별시 용산구 장문로 26,07077681717
알로하태권도장,태권도,대전광역시,대덕구,대전광역시 대덕구 계족로598번길 37-13,
알로하피트니스 하양 코아루점,헬스,경상북도,경산시,경상북도 경산시 하양읍 하양로 194,0215440737
알로하필라테스,필라테스,강원특별자치도,속초시,강원도 속초시 미시령로 3395,0339479977
알롱제무용학원,발레,강원특별자치도,춘천시,강원도 춘천시 동면 춘천순환로 613,0332551379
알롱제무용학원,무용(발레 등),대전광역시,유성구,대전광역시 유성구 문화원로 16,0428230013
알스퀘어컴퍼니(주),헬스,대구광역시,남구,대구 남구 대명동 959-10번지4F(KT&G빌딩),
알앤비복싱클럽,복싱,서울특별시,동대문구,서울특별시 동대문구 서울시립대로4길 5,
알앤비완정복싱클럽,복싱,인천광역시,서구,인천광역시 서구 완정로 37,
알앤비풍무복싱클럽,복싱,경기도,김포시,경기도 김포시 승가로 4,
알앤비휘트니스,헬스,광주광역시,서구,광주광역시 서구 풍금로 165,
알에스휘트니스 유성점,기타종목,대전광역시,유성구,대전광역시 유성구 문화원로 129,0428229396
알엑스 피트니스,헬스,경기도,동두천시,경기도 동두천시 중앙로 110-17,
알엠피트니스,헬스,전북특별자치도,익산시,전북특별자치도 익산시 무왕로23길 14,0638331230
알오케이피트니스헬스피티주,헬스,인천광역시,서구,인천광역시 서구 염곡로464번길 23,0325668856
알짐RGYM,헬스,경기도,의정부시,경기도 의정부시 가능로 27,0318770221
알짐리커버리,헬스,경상북도,경산시,경상북도 경산시 압량읍 압독3로 25,0538026502
알키즈업스포츠 ,수영,대전광역시,유성구,대전광역시 유성구 유성대로654번길 38,
알티댄스 시흥사거리점,댄스(줌바 등),서울특별시,금천구,서울특별시 금천구 시흥대로57길 17,
알티에이태권도장,태권도,경상북도,포항시,경상북도 포항시 남구 상공로 225,0542731254
알파레슬링,기타종목,서울특별시,양천구,서울특별시 양천구 목동중앙서로1길 17,
알파복싱,복싱,경기도,안양시,경기도 안양시 만안구 안양로 457,
알파아동발달센터,기타종목,서울특별시,성북구,서울특별시 성북구 종암로 166,
알파트레이닝센터,기타종목,서울특별시,영등포구,서울특별시 영등포구 여의대방로 25,
암낫짐(조례지관) ,기타종목,전라남도,순천시,전라남도 순천시 비봉2길 3-18,
"암낫짐본관(킥복싱, 무에타이)",기타종목,전라남도,순천시,전라남도 순천시 성동3길 8,
암리따요가,요가,제주특별자치도,제주시,제주특별자치도 제주시 일주동로 174,
암사 라이크짐 헬스 PT,헬스,서울특별시,강동구,서울특별시 강동구 올림픽로 796,07081546597
압구정펜싱클럽,펜싱,서울특별시,강남구,서울특별시 강남구 압구정로 216,
앙샹떼발레스튜디오학원,발레,경기도,용인시,경기도 용인시 처인구 남사읍 한숲로 45,
앙쥬발레교습소,무용(발레 등),경상북도,포항시,경상북도 포항시 남구 연일읍 유강길9번길 37-10,
애나의파워필라테스번지플레이,기타종목,경기도,하남시,경기도 하남시 미사강변한강로158번길 74,
애니타임 피트니스 제주 센트럴점,헬스,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 346,0640511321
애니타임피트니스 잠실본동점,헬스,서울특별시,송파구,서울특별시 송파구 백제고분로 101,024231321
애니필라필라테스,필라테스,경상남도,창원시,경상남도 창원시 성산구 원이대로473번길 13,0557193366
애드업풋볼클럽 논현센터,축구(풋살),인천광역시,남동구,인천광역시 남동구 은봉로419번길 21,0327248223
애드짐,헬스,경기도,양주시,경기도 양주시 회천중앙로 248,0318653222
애드짐,헬스,대구광역시,수성구,대구광역시 수성구 달구벌대로 3162,0537914448
애스트로맨 클라이밍센터,클라이밍(암벽등반),경기도,파주시,경기도 파주시 와석순환로 135,0319446262
애월스쿠버,기타종목,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 애월로13길 45,
애월체육관,태권도,제주특별자치도,제주시,제주 제주시 애월읍,
애이미핏.다이어트 ,기타종목,경상북도,칠곡군,경상북도 칠곡군 북삼읍 인강1길 74,
애이미핏다이어트,기타종목,경상북도,구미시,경상북도 구미시 비산로1길 14,
애틀래틱ATHLETIC,헬스,제주특별자치도,제주시,제주특별자치도 제주시 고마로 143,0647552314
애티튜드짐,헬스,대구광역시,동구,대구광역시 동구 신암로 70,
애플당구장,당구,광주광역시,서구,광주광역시 서구 풍암1로21번길 3-14,
애플요가앤필라테스,요가,부산광역시,기장군,부산광역시 기장군 정관읍 정관4로 38,
애플필라테스,필라테스,광주광역시,북구,광주광역시 북구 설죽로 518,0625745553
애플휘트니스 ,헬스,대전광역시,중구,대전광역시 중구 산성로 108-25,0425835566
애향태권도장,태권도,전라남도,목포시,전남 목포시 옥암동,
액션리액션 주짓수팀,주짓수,경기도,김포시,경기도 김포시 고촌읍 태리로 285,07048830242
액션멀티짐 태권도장,태권도,경기도,김포시,경기도 김포시 걸포로 6,
액션스쿨합기도용무관,합기도,전라남도,나주시,전라남도 나주시 그린로 335,0613335699
